user_id,session_id,timestamp,step,item_recommendations,item_probs
02BA19BRTGIR,f5403fef6ea9a,1541064604,1,54680 1165901 54686 106563 1153432 107167 33109 1829279 5122066 7195402 8437382 106883 2902066 9460990 9394310 149677 9724148 1499779 2419006 106079 106099 198556 199826 1033622 1401768,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02C04JIKPOEO,208bee377b1cc,1541061642,1,105826 42246 103065 9678644 775243 2381880 147208 775543 775338 108002 775538 534631 105903 108074 1055926 1667627 1118806 1500599 4845894 3379738 2221200 5763118 85447 2003397 5706698,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02DUBPMD34N2,7db54d1ce7467,1541060894,4,402116 2157994 3120737 217506 3491708 3766692 3500880 1788153 496041 6807162 1012327 1369754 2713442 2873907 1979901 2925630 6062972 6467332 1455375 3818836 2674962 1369753 2675098 2597554 4909790,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02ENVWY65X9H,7394b61ec8376,1541063720,19,83485 81902 352661 124234 2015597 3136473 150029 150011 84803 439596 439716 149976 80369 84653 3758764 928475 2086052 4697486 439666 124233 111244 80400 150002 136175 8307358,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02I583185I5X,1d0aec7c77707,1541066465,3,1360184 4228138 3896696 3960402 4664872 2065330 2465480 3211510 695571 8432650 5408718 3856966 4585584 2863353 2083428 7090870 5825272 1265235 2493740 4578430 4917618 2249776 2677566 6034096 3385290,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02IPN4BM50QN,6dbcdfae9e20a,1541063193,1,48220 5739690 147345 5100088 1447801 48272 14775 15905 3785178 4342222 7888836 8282282 107525 48335 107285 7557 2439858 48205 7559 48171 48311 107509 342036 48207 48327,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02NTZT94PDLO,5820e95f7f344,1541063333,4,2044069 2100946 6434512 3547900 5757800 3547914 8235844 3547798 3546718 7494222 3074832,0.5 0.5 0 0 0 0 0 0 0 0 0
02SRUT1NQYH1,3599a6f709eab,1541063864,35,2795374 5582964 1088390 2781070 1258068 1271962 3184892 148884 3528776 107183 5156744 107048 1907333 3370484 6003326 8436316 9025316 125181 3861490 131257 4415954 107162 3143352 6652864 8118684,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02TW76SBGV9S,d46f70b40fa52,1541064447,56,2309856 1121606 4553536 1008637 152519 1008639 1274942 3176848 4043158 7080788 9914848 3161938 498376 4030066 4867482 4134296 3514900 32715 6945060 2152126 2421940 3236186 1042562 4696978 2834730,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
02U71CUJUD53,d8e79b8800771,1541062072,1,2716892 1336768 1954711 2569802 2788748 2925618 4926658 4988148 4995702 5165870 5176018 5488584 6218076 6340208 6556870 7342376 8805994 8963678 9074318 9383992 9679046 10153842 11046046 5202570 4468912,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
031J82OW7W5F,5970ad88e9216,1541061246,3,99426 1105472 54496 2548004 99425 16545 54105 99412 132653 148682 159073 529156 692236 2953300 2963332 5049320 148038 1778275 3499000 692221 99423 54240 54160 54178 3535082,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
035OVI4BZET8,143fe37646ad1,1541066714,3,58416 5161662 1810107 77307 5193684 1026360 61269 1244460 4459418 5968960 9083994 10298592 7812794 8725258 10416182 1104274 8931050 10257572 9546586 10329022 9123356 8151016 9072038 10448620 9083860,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
036M96Y33N5U,232b078ce22fe,1541065658,2,1184636 2727468 4626898 4217772 2661030 4444946 6155256 3483992 7035234 6776314 3760604 2762366 6364626 7063270 2716878 1199670 1184644 4926716 10237148 5787554 8270218 8512430 7182398 10682046 10137414,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
038ZWE5ZQWWV,d947705b3530a,1541059458,2,773508 5745714 4830068 4521046 5607440 7062562 5175954 4663032 5098210 3998988 4520738 5884948 6479850 4520966 4601550 6684816 2663480 773488 4768704 1137587 2703648 4521040 5159674 6074068 3835002,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
03M0JGLWLE9O,9357d9cef2fe9,1541061750,1,102926 3759128 3757116 350606 3491520 4341872 1369770 2184820 959391 1947329 4203460 3376640 4570200 7702596 2526508 2557134 2437019 4125586 1369882 102914 5026520 1885179 3065731 2416649 5795888,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
03MWO24HFM3S,a434e22e4a66e,1541062082,2,46732 18987 5599748 8224692 7861228 2398716 1394139 9543072 4173824 47712 18999 19031 46887 47203 46877 18995 2436350 894989 151144 18990 1242968 637816 946491 2281336 10578564,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
03TBTZT501DG,5a8089f282c49,1541061478,29,5185 1663627 218416 5186 338321 431936 2626768 924793 3217638 119090 432566 937791 4082740 4053866 466631 941332 335296 1386908 1030242 53272 6684724 433536 2376227 610456 3809236,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
03WX6KEYMTU2,24587e7701740,1541059159,1,1426662 8285792 3976556 1545055 8785084 777738 1119118 4694888 9768846 957683 937467 2382594 2374184 777653 777753 914839 8756076 2603812 4592608 108939 777658 982521 2576218 741391 5091886,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
040G6E89EY4R,cb3fc427a1f57,1541062960,1,1362573 19400 19401 5049732 1385431 1151311 19402 1863249 19411 19399 1228492 940436 6843036 19403 1704171 1941675 2149568 6892974 4812678 1061406 635001 1931479 19408 1362569 46469,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0422W57Z00Q4,32a7429385e9b,1541067165,82,989039 3946814 6346800 8338830 4475206 1825605 80475 1647687 6255336 810706 2543747 754846 2575501 970323 9040100 9206214 2084506 149996 9221108 884771 100668 4681624 2152730 4351648,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0473FZ8UNXRS,bcc452f3350eb,1541062532,3,1258184 3866722 8929970 2315702 116619 1511641 111929 3223738 1288161 2870144 5788568 93911 94842 104163 159006 749441 955179 1670979 1890015 2073706 2081896 2162500 2625059 3143258 4926962,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
047BX0NT9WTL,604cf288b98cb,1541063350,6,1320401 1105520 497566 6914122 106730 103640 153936 1816151 3249436 1816153 1148728 103595 1021083 7195566 9514432 8165060 5154198 1136271 818306 9349534 1863555 103562 103503 1021111 10051400,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
049ER2VKID83,4df96b1274da0,1541061702,1,9234310 43321 43339 43349 2282516 2546754 2707650 5056928 8968308 43357 43317 3526544 6025018 1051928 154149 2148246 8198542 2098158 5456864 2831358 6655146 4680394 1043660 6680880 5109084,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04NNJ14823N9,36a02b7ad7e76,1541063154,2,5452240 506331 2145748 103495 103554 103600 106481 508561 552246 559036 2111996 2266812 3060180 3143733 3175930 5452024 8162422 8805412 10597978 1136271 5827212 8165060 3249436 103623 5061894,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04NNZUOPKDJ4,11b0553d398ff,1541064538,79,852761 19926 19948 7321160 20085 19902 83035 898409 20094 45068 19927 19980 19998 1236673 20066 85212 19906 83822 19943 20002 20117 19925 20120 45572 19966,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04OJWE54KELL,a2a44e34c7217,1541063451,9,3820000 2780990 3389120 2856431 2087264 1326883 896049 2077280 4739682 2760316 54500 914533 9208770 5755560 4378350 6362036 2041411 1278762 4494724 2009007 990475 3080979 2198018 395056 5350538,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04OK7DGK8C05,c488730bb154a,1541065835,40,7919760 149495 3150064 2883186 5212 1388708 51569 53091 5365 52716 13053 919209 5297 5207 5332 53709 5225 1571393 5220 53254 5209 5196 1942339 1329110 5347,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04OU1SWPV7L4,60890fb363fcf,1541064083,3,54982 54901 14677 95510 325981 109264 54803 55051 4040790 54902 125719 2488076 54970 55093 1166793 54981 54794 54885 109040 4986630 14846 2050977 4324014 108999 8735324,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04P9WGCORWQJ,384da6948c1b5,1541063355,1,129952,0.5
04PA3BQJ14E4,4d3ee6ba8b430,1541059573,4,3947808 1717551 10731878 1952007 1929059 5617794 708376 1248104 2743886 7145572 9485988 5129490 8278556 2041863 2326504 96930 1384769 1163131 3392694 149281 7258538 676391 3070199 1043884,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04PEY4GFDX7L,644c683824667,1541063819,1,1093060 50970 53023 2381862 1708429 86285 4516344 133888 1662615 4500032 4022022 133886 136589 9351312 4015578,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0
04T0LWWTXKXB,f8ea4f353765b,1541060872,2,12449 903883 379151 46102 7238728 9856416 46109 8400220 1471701 640581 46071 12459 16674 8735296 1372472 46149 12450 46119 46121 9681474 1816425 6468674 7291918 9219212 921821,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
04V6MLCUB8OO,5b047b91e1c37,1541060960,2,1719815 1422658 1094080 1056172 4035224 7350842 110385 110386 769983 514966 674626 349571 1031434 1676241 1737021,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0
0500OXLLKXG6,2c61d046ad505,1541064958,2,2293812 104145 2030807 3932178 5072416 3556430 493931 1474291 2291584 3253016 2464840 4864082 512031 964745 4969996 1579441 1474293 3873728 7785448 515001 344356 1357250 2228576 3134218 3533290,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0518W3ADK5HE,edf09b30b620e,1541065926,3,27609 1887867 1156063 2224482 2352312 4557690 1941757 4060958 3214780 27627 1080150 7344650 8388128 4471548 9457466 1465021 8407982 2037083 341111 2180168 2384006 1762717 27623 27615 25304,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
057EREO12K9M,4884774457cff,1541063962,1,364891 37478 3136613 37477 2606860 457181 5706116 2669746 7000818 8307916 2053299 2703108 4959482 1667817 128191 1177068 1167938 439846 5011354 37476 486451 486706 1012707 1491793 1678079,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05A7GBVNZ1ZW,d7f5e2c90ead8,1541066438,11,49902 11566 11562 11559 11571 11498 48927 49169 50244 1529151 1766029 9761920 15485 4138520 11557 11532 50274 11552 11565 11558 2175052 11554 11539 4342368 11526,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05J52JAHJU03,b4aea22c8df89,1541066511,23,8605442 8011090 10052238 9905914 5647844 5987828 4586470 9286172 9562852 10981188 8005924 3940584 5801308 9096396 9917364 378761 9113732 6345744 74613 378696 7872106 9968642 4680866 5620554 11101830,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05NOZ1MG44WK,1d26963fa492e,1541060562,1,10070870 1748659 2664452 2759598 2788330 3789836 2667842 4859522 3815698 4866758 6428126 1425928 9974022 3794006 2664440 2874180 344261 8956374 1726183 7030840 2664458 8204548 2598772 5722700 2227940,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05ON3GI7KN43,7e9e59ae9499f,1541060465,13,23041 3126236 22980 2831502 2177864 22987 23056 157302 82778 93926 8878442 2261812 22984 22961 2062826 108619 119740 23033 1105938 4097794 3507844 1831167 1322328 897027 118053,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05QXIDP3D415,cea78985067ad,1541062565,1,5586262 7313214 2206338 25863 1772393 2314884 164087 4972854 1119088 14932 2128916 159723 1081714 337471 1130289 13987 2250908 15246 14939 164088 941951 1531429 137981 913813 14934,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05W34FLK71YB,a533f9040e465,1541059384,1,1825057 4986320 888715 156122 3133294 529011 323761 479471 479511 1710159 5862168 1943443 194326 4637864 3748206 327131 7719406 323806 172667 1750547 1209052 529001 6299342 2804166 853361,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05XLRBX4JSEO,42705672376f6,1541061279,1,1455805 44389 43373 43924 43861 44078 941294 43610 43725 43875 43835 44360 44603 43606 347361 43684 347366 347851 43451 43580 10572410 44701 43552 44124 44644,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
05Y0LA5I9243,724061853a9de,1541065446,8,3819994 6439332 4925550 5153336 1351818 1552429 3991898 1016467 2262204 5818198 2038269 2423086 2598426 2674334 2676766 3190552 3766650 3917528 6706796 1400710 3228754 5199498 2677720 3198206 4113488,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
063YRF59ZZP5,6859d5c435082,1541062550,1,1912341 2791071 2616740 2618512 9944194 2832274 4838488 4955150 5121518 5996786 6557462 7340516 7763938 7980710 8122464 8418136 8431244 8909354 9353098 9521804 9533376 8113226 2832030 4782552 6030576,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0650YTE8DF4D,1faffe38dd6b3,1541060969,2,5713 1345518 5552 51645 5601 5728 14001 1710981 5544 3478044 1711789 2531558 721086 52425 1613533 13771 1622549 5682 5692 1217776 5726 2769706 138140 1621897 2175990,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
067U1CY9WZBP,3683e8f5dc982,1541064425,1,7717422 9400848 7215258 4666178 6863636 4013994 9368652 2783036 2343962 2603517 3937794 2734755 3161218 6467728 2029371 2757293 2773866 2583196 4075746 1492409 1947285 7012190 3059196 1509793 1707597,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
068H10AUCSGC,3b3789aa2f4f7,1541062171,1,103498 3132062 6380088 473691 103497 4493756 103518 110192 103574 103509 103467 103557 106697 110187 818301 852576 981345 1042034 2485740 7877724 1033462 1033428 5788644 2088146 103682,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
068K5CGXU121,fa5da823825c9,1541066360,8,10104930 61989 1288105 2391270 2732182 3510362 5102544 63949 8453 388711 8402 3953616 8459 2785767 364566 67970 5964822 148075 3843612 72520 70141 8468 115626 8440 6954390,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0695JO46DL5A,93baa7e63e3a5,1541060531,9,1357554 1336110 1847987 3205032 5150664 898777 439791 2006275 37560 37641 80150 84840 148718 486616 1357572 3755214 3812488 80244 396431 4595210 37636 2259250 3368754 2626809 5104280,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
069C8K5XC5K3,5e1e9738c0f25,1541064837,14,2117208 342396 845311 937713 6177978 1104664 1341440 2726920 943547 1115425 533586 2396016 1831193 1075848 9425600 8117294 1840769 4454086 947525 6031146 1840519 638031 1138993 4044134 2789998,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
069SC546T62G,405ba5a91e5d4,1541064115,1,957777 42062 103050 3144152 1667355 14282 957603 1545245 107943 3882582 7569136 105969 147645 1667205 2509400 6264784 1776431 1873631 147644 1037928 2561807 1824589 148331 7762020 4965272,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06BS2Q80B25A,c9f32c3f72443,1541064151,22,49317 5180114 12216 49501 12038 12033 48661 970047 11933 5175568 50145 4319698 1540817 118034 1540815 49987 149819 12054 82324 12048 4991684 11949 7131088 2301152 48514,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06H95MWYWKFA,045e9c135477d,1541066296,6,2803186 923237 102943 8392298 4163744 7128266 3071118 8639238 3097286 3194828 3757188 5587298 10012420 3098789 991449 5130538 7318486 1374122 1871301 944395 6567122 7563752 152484 8913846 6537870,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06L0EYQXY3UH,6dd073dea228a,1541061434,35,6993612 15328 27547 27546 27561 27568 27543 27558 41075 1888817 27530 27550 6423384 2646942 27555 6565806 8961682 3891822 6593008 7750182 5790442,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06L7A6YHHYZ5,a3ae029411be2,1541070869,10,18603 5068164 18574 4130782 521051 1109336 752576 929795 6894268 48117 1394314 627451 1387702 5147354 47042 48104 5137396 1770299 18520 12374 2700886 18561 18583 2589296 81693,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06NHV27L07GS,d08c3c8633ed9,1541066833,5,9132132 54824 390506 7195862 849001 1419686 236426 1257342 1117525 1043940 1253683 8444418 1287877 2282622 1253731 1041528 623221 666971 1474297 1485969 666876 1039384 129343 666886 992561,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06T9FKXXE92L,baaa9a7286088,1541063420,2,105387 4451704 3856352 3970428 244501 1398354 105491 2902688 10994716 9727012 10241002 10144118 10415218 5826168 10470284 10115006 6682664 6424878 10427814 10440292 10398456 10855918 10442368 10842588 10590838,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06UH55O9W317,b598015b8094d,1541063875,1,50681 99892 49361 82324 50547 2882788 12288 11936 2757765 49988 82334 48650 82465 12178 11910 1136585 48847 48800 2300692 83359 12139 50291 1361084 49321 3243612,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
06XYOYWA7G56,d5913f29104a0,1541060689,20,107178 108609 105619 1488929 1823073 147912 1446253 353086 101762 101783 101761 1106994 976051 1287710 106328 1501823 105588 152112 101797 101768 6877598 152111 2016547 94995 95018,0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
